Year,Company Name,Country,Industry (Exiobase),Total Environmental Intensity (Revenue),Total Environmental Intensity (Operating Income),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity (Drinking water & Irrigation Water),Wood Production Capacity,% Imputed
2016,CITIZEN WATCH CO LTD,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.53%,-6.06%,"(1,57,93,129)","(1,41,91,219)","(3,251)","(1,89,429)","(43,989)",(592),"(1,163)","(13,63,602)",117,1%
2016,EISAI COMPANY LIMITED,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.32%,-4.43%,"(1,48,99,825)","(1,35,92,990)","(3,250)","(1,82,342)","(41,973)",(592),"(1,830)","(10,77,708)",861,1%
2016,MITSUBISHI TANABE PHARMA CORP,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.33%,-1.51%,"(1,23,00,376)","(1,28,39,529)","(3,231)","(1,70,538)","(39,447)",(558),"(1,442)","7,53,775 ",594,1%
2016,OLYMPUS CORPORATION,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.18%,-1.36%,"(1,21,89,049)","(1,19,21,843)","(2,976)","(1,61,690)","(36,659)",(553),"(2,687)","(64,458)","1,818 ",2%
2016,CHUGAI PHARMACEUTICAL CO LTD,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.27%,-1.76%,"(1,15,91,956)","(1,08,27,238)","(2,651)","(1,46,047)","(33,453)",(490),"(1,643)","(5,81,687)","1,252 ",1%
2016,YOKOGAWA ELECTRIC CORPORATION,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.30%,-3.08%,"(1,04,74,059)","(1,00,56,866)","(2,295)","(1,34,623)","(31,061)",(419),"(1,382)","(2,47,536)",122,1%
2016,SMITH & NEPHEW PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.22%,-1.13%,"(1,03,32,661)","(96,34,197)","(2,849)","(1,22,358)","(27,653)",(519),"(78,774)","(4,70,245)","3,934 ",5%
2016,OKI ELECTRIC INDUSTRY COMPANY LIMITED,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.23%,-6.20%,"(98,75,990)","(92,56,183)","(2,464)","(1,25,919)","(28,573)",(458),"(1,638)","(4,62,963)","2,209 ",6%
2016,CHINA TRADITIONAL CHINESE MEDICINE HOLDINGS CO LTD,Hong Kong,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.90%,-4.83%,"(98,74,254)","(49,40,706)","(1,282)","(63,991)","(14,785)",(224),"(8,768)","(48,45,083)",585,1%
2016,SHIONOGI & CO LTD,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.35%,-1.18%,"(92,14,028)","(80,34,683)","(1,932)","(1,09,872)","(24,600)",(357),"(1,035)","(10,42,382)",835,11%
2016,TSUMURA & CO,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.93%,-5.31%,"(90,25,457)","(85,53,760)","(2,180)","(1,15,253)","(26,646)",(404),(376),"(3,28,243)","1,405 ",0%
2016,SUMITOMO DAINIPPON PHARMA CO LTD,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.24%,-2.61%,"(82,53,903)","(80,06,210)","(1,972)","(1,08,139)","(24,710)",(365),"(1,347)","(1,12,168)","1,008 ",2%
2016,CONSORT MEDICAL PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-2.11%,-23.79%,"(72,12,977)","(66,91,299)","(1,594)","(88,423)","(20,629)",(290),"(7,764)","(4,03,365)",388,4%
2016,SHIMADZU CORPORATION,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.18%,-1.77%,"(54,07,170)","(52,67,159)","(1,192)","(70,733)","(16,177)",(218),"(1,143)","(50,602)",54,2%
2016,SPECTRIS PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.30%,-2.49%,"(50,31,589)","(48,17,813)","(1,411)","(61,309)","(13,879)",(257),"(37,735)","(1,01,070)","1,885 ",5%
2016,RECIPHARM AB (PUBL),Sweden,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.97%,-15.18%,"(49,86,372)","(38,57,213)","(1,420)","(44,925)","(9,684)",(278),"(8,677)","(10,68,190)","4,017 ",10%
2016,"ITRON,INC. ",United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.23%,-3.25%,"(47,19,471)","(42,57,285)",(822),"(49,989)","(10,725)",(149),"(5,898)","(3,94,465)",(140),22%
2016,CONVATEC GROUP PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.37%,-3.43%,"(45,97,082)","(31,57,474)",(956),"(39,905)","(8,982)",(174),"(28,485)","(13,62,528)","1,423 ",25%
2016,HITACHI HIGH-TECHNOLOGIES CORP,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.08%,-1.04%,"(44,87,422)","(42,60,703)","(1,755)","(56,425)","(12,763)",(284),"(2,101)","(1,56,226)","2,834 ",17%
2016,SARTORIUS AG,Germany,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.29%,-1.65%,"(40,46,077)","(37,26,605)",(848),"(48,784)","(11,331)",(154),(880),"(2,57,500)",25,2%
2016,SANTEN PHARMACEUTICAL COMPANY LIMITED,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.23%,-1.30%,"(39,22,818)","(35,60,777)",(870),"(48,519)","(10,779)",(154),(652),"(3,01,301)",235,1%
2016,RESMED INC.,United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.19%,-0.81%,"(35,19,761)","(32,99,817)",(578),"(37,915)","(7,989)",(108),"(5,386)","(1,67,754)",(213),27%
2016,RENISHAW PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.53%,-2.93%,"(28,61,061)","(22,23,158)",(609),"(28,670)","(6,561)",(111),"(12,242)","(5,90,322)",611,17%
2016,HYPERA SA,Brazil,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.28%,-0.90%,"(28,58,411)","(23,55,789)",(501),"(35,467)","(6,682)",(93),(55),"(4,59,925)",101,9%
2016,SYSMEX CORPORATION,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.13%,-0.58%,"(28,17,453)","(24,65,711)",(867),"(33,401)","(7,374)",(144),(846),"(3,10,251)","1,141 ",11%
2016,SCINOPHARM TAIWAN LIMITED,Taiwan,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-2.11%,-9.80%,"(26,27,137)","(23,46,647)",(603),"(30,423)","(7,007)",(113),(848),"(2,42,012)",516,2%
2016,ONO PHARMACEUTICAL CO LTD,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.19%,-1.00%,"(25,78,056)","(23,90,625)",(594),"(32,410)","(7,352)",(110),(535),"(1,46,780)",349,2%
2016,HALMA P.L.C.,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.20%,-1.10%,"(20,37,028)","(19,36,877)",(629),"(24,100)","(5,353)",(114),"(22,650)","(48,437)","1,131 ",7%
2016,CHINA CHEMICAL AND PHARMACEUTICAL COMPANY LIMITED,Taiwan,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-1.07%,-21.59%,"(19,10,055)","(16,96,335)",(483),"(21,433)","(4,845)",(92),"(1,216)","(1,86,390)",740,5%
2016,VIFOR PHARMA AG,Switzerland,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.04%,-0.51%,"(15,49,482)","(13,59,923)",(340),"(14,416)","(3,061)",(57),"(73,399)","(98,571)",285,20%
2016,FLEURY SA,Brazil,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.23%,-1.42%,"(14,71,750)","(10,11,874)",(208),"(16,094)","(2,732)",(39),(35),"(4,40,833)",64,11%
2016,OXFORD INSTRUMENTS PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.32%,-2.59%,"(14,13,716)","(9,06,124)",(290),"(11,308)","(2,518)",(53),"(10,139)","(4,83,790)",506,29%
2016,STANDARD CHEM. & PHARM. CO LTD,Taiwan,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.92%,-8.12%,"(10,48,931)","(10,27,276)",(296),"(12,946)","(2,921)",(56),(773),"(5,134)",470,5%
2016,DECHRA PHARMACEUTICALS PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.33%,-2.53%,"(10,23,539)","(6,74,819)",(211),"(8,466)","(1,894)",(38),"(6,941)","(3,31,516)",347,27%
2016,INDIVIOR PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.11%,-0.31%,"(8,93,616)","(34,566)",(154),849,433,(28),"(17,850)","(8,43,190)",891,80%
2016,STRAUMANN HOLDING AG,Switzerland,"Manufacture of medical,precision and optical instruments,watches and clocks (33) ",-0.10%,-0.40%,"(8,80,637)","(7,45,372)",(176),"(9,162)","(2,051)",(31),"(16,352)","(1,07,555)",64,9%
2016,GENERAL MOTORS COMPANY,United States,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.69%,-11.94%,"(1,13,97,97,490)","(1,13,20,06,028)","(2,18,123)","(1,33,39,157)","(28,60,074)","(41,155)","(26,20,877)","1,12,72,936 ","14,989 ",21%
2016,TOYOTA MOTOR CORPORATION,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.38%,-3.77%,"(92,34,95,154)","(88,63,80,359)","(2,21,709)","(1,20,88,964)","(24,12,040)","(42,648)","(5,01,996)","(2,21,25,094)","2,77,655 ",5%
2016,"HONDA MOTOR CO.,LTD. ",Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.54%,-15.66%,"(67,58,06,669)","(64,03,41,800)","(1,35,710)","(85,56,943)","(18,10,763)","(25,279)","(2,58,060)","(2,46,96,150)","18,036 ",12%
2016,NISSAN MOTOR CO LTD,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.43%,-6.67%,"(45,37,28,693)","(43,20,57,785)","(90,460)","(55,99,769)","(12,16,230)","(16,742)","(2,15,437)","(1,45,34,965)","2,694 ",0
2016,DAIMLER AG,Germany,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.24%,-3.69%,"(39,15,86,626)","(36,77,52,275)","(85,222)","(49,73,320)","(10,89,614)","(15,837)","(21,23,870)","(1,55,80,510)","34,022 ",4%
2016,CATERPILLAR INC.,United States,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.74%,-10.61%,"(28,66,23,588)","(24,37,71,462)","(76,286)","(31,89,736)","(5,85,807)","(15,161)","(6,07,049)","(3,85,74,848)","1,96,761 ",0%
2016,PEUGEOT S.A.,France,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.34%,-5.70%,"(19,47,16,456)","(17,09,84,188)","(36,507)","(27,29,185)","(4,32,485)","(7,295)","(82,726)","(2,04,85,351)","41,282 ",16%
2016,RENAULT (REGIE NATIONALE DES USINES) SA,France,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.34%,-5.24%,"(18,14,30,027)","(15,69,49,726)","(32,876)","(22,72,851)","(4,26,078)","(6,308)","(78,459)","(2,16,78,835)","15,106 ",5%
2016,KIA MOTORS CORPORATION,South Korea,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.36%,-7.72%,"(15,78,10,315)","(15,12,64,147)","(33,741)","(21,59,791)","(4,41,520)","(6,351)","(1,64,559)","(37,52,783)","12,578 ",4%
2016,SUZUKI MOTOR CORPORATION,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.47%,-7.60%,"(12,70,69,500)","(12,62,39,052)","(30,997)","(17,12,577)","(3,54,232)","(5,899)","(56,215)","12,98,379 ","31,093 ",4%
2016,KOREA SHIPBUILDING & OFFSHORE ENGINEERING CO LTD,South Korea,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.36%,-8.60%,"(11,72,77,059)","(11,23,84,894)","(23,055)","(16,34,289)","(3,22,063)","(4,344)","(1,22,740)","(27,86,377)",704,4%
2016,MAZDA MOTOR CORPORATION,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.36%,-5.43%,"(10,55,67,273)","(9,88,86,416)","(20,942)","(13,23,993)","(2,64,501)","(3,894)","(60,208)","(50,14,003)","6,684 ",18%
2016,CUMMINS INC.,United States,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.54%,-5.34%,"(9,36,93,131)","(7,87,52,512)","(32,168)","(9,09,165)","(1,86,340)","(6,407)","(2,75,808)","(1,36,37,223)","1,06,492 ",27%
2016,GEELY AUTOMOBILE HOLDINGS LIMITED,Hong Kong,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.96%,-10.86%,"(8,64,22,812)","(4,14,26,449)","(8,525)","(5,43,519)","(1,14,746)","(1,581)","(3,11,239)","(4,40,16,947)",194,7%
2016,SUBARU CORP,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.30%,-1.62%,"(8,25,73,004)","(7,82,00,850)","(20,046)","(10,74,231)","(2,03,806)","(3,910)","(57,127)","(30,44,631)","31,597 ",6%
2016,MAN SE,Germany,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.56%,-27.56%,"(7,96,87,517)","(4,73,40,754)","(11,924)","(6,44,336)","(1,42,583)","(2,232)","(1,87,968)","(3,13,67,015)","9,294 ",0
2016,YAMAHA MOTOR CO LTD,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.57%,-7.91%,"(7,36,33,564)","(6,88,49,387)","(14,311)","(9,17,295)","(1,95,372)","(2,644)","(26,561)","(36,27,487)",(507),11%
2016,VOLVO AB,Sweden,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.19%,-2.60%,"(6,26,93,128)","(5,85,54,810)","(12,125)","(6,71,165)","(1,40,034)","(2,354)","(1,96,755)","(31,25,290)","9,404 ",23%
2016,MITSUBISHI MOTORS CORPORATION,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.32%,-5.21%,"(6,17,81,151)","(5,88,49,748)","(16,141)","(7,73,388)","(1,58,575)","(2,987)","(40,082)","(19,62,401)","22,169 ",3%
2016,SAMSUNG HEAVY INDUSTRIES COMPANY LIMITED,South Korea,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.56%,N/A,"(4,80,10,246)","(4,63,66,774)","(11,233)","(6,22,907)","(1,41,367)","(2,018)","(32,511)","(8,36,617)","3,180 ",1%
2016,DAEWOO SHIPBUILDING & MARINE ENGINEERING COMPANY LIMITED,South Korea,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.44%,N/A,"(4,63,90,295)","(4,46,42,905)","(10,984)","(6,01,422)","(1,35,251)","(1,966)","(40,019)","(9,61,662)","3,914 ",1%
2016,HINO MOTORS LTD,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.30%,-5.28%,"(4,44,84,307)","(4,23,11,218)","(10,844)","(5,81,187)","(1,10,312)","(2,115)","(30,851)","(14,54,844)","17,064 ",6%
2016,KOMATSU LIMITED,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.27%,-2.51%,"(4,34,25,917)","(4,17,82,791)","(9,108)","(5,10,955)","(1,14,084)","(1,687)","(32,785)","(9,77,416)","2,909 ",14%
2016,FORD OTOMOTIV SANAYI A.S.,Turkey,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.83%,-16.16%,"(4,29,13,265)","(2,46,41,184)","(5,250)","(2,59,865)","(57,526)",(987),"(21,17,896)","(1,58,34,902)","4,344 ",22%
2016,TOFAS TURK OTOMOBIL FABRIKASI A.S.,Turkey,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.69%,-24.17%,"(2,78,68,459)","(1,97,22,573)","(5,338)","(2,44,739)","(42,828)","(1,063)","(16,48,536)","(62,16,109)","12,728 ",7%
2016,ISUZU MOTORS LIMITED,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.16%,-1.80%,"(2,64,06,731)","(2,50,13,569)","(7,795)","(3,02,280)","(61,652)","(1,532)","(34,057)","(10,04,683)","18,837 ",5%
2016,HITACHI CONSTRUCTION MACHINERY CO LTD,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.33%,-12.54%,"(2,15,27,395)","(2,07,56,211)","(3,951)","(2,76,899)","(54,976)",(743),"(13,403)","(4,20,721)",(492),11%
2016,KION GROUP AG,Germany,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.35%,-4.08%,"(2,05,60,896)","(1,99,94,284)","(4,453)","(2,66,197)","(60,380)",(811),"(77,427)","(1,57,311)",(34),3%
2016,TVS MOTOR COMPANY LIMITED,India,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-1.20%,-24.92%,"(2,02,63,805)","(1,32,13,057)","(2,401)","(1,38,351)","(29,822)",(415),"(5,77,853)","(63,00,886)","(1,020)",25%
2016,SSANGYONG MOTOR COMPANY LIMITED,South Korea,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.57%,-73.98%,"(1,71,97,187)","(1,66,14,385)","(4,019)","(2,23,141)","(50,687)",(722),"(11,328)","(2,94,014)","1,108 ",1%
2016,MITSUI E&S HOLDINGS CO LTD,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.25%,-17.12%,"(1,70,20,697)","(1,58,61,959)","(4,340)","(2,08,032)","(41,172)",(846),"(14,235)","(8,97,986)","7,873 ",4%
2016,FERRARI NV,Italy,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.41%,-1.84%,"(1,48,43,060)","(95,26,654)","(2,532)","(1,29,854)","(29,604)",(472),(309),"(51,55,859)","2,224 ",0%
2016,ALSTOM SA,France,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.20%,-3.68%,"(1,42,22,388)","(1,31,21,641)","(3,706)","(1,69,091)","(37,361)",(695),"(10,536)","(8,84,615)","5,258 ",5%
2016,DOOSAN INFRACORE COMPANY LIMITED,South Korea,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.27%,-3.12%,"(1,26,54,450)","(1,12,41,956)","(2,917)","(1,52,950)","(33,288)",(516),"(17,886)","(12,06,686)","1,749 ",1%
2016,PALFINGER AKTIENGESELLSCHAFT,Austria,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.56%,-7.10%,"(79,93,627)","(76,97,204)","(1,747)","(1,06,161)","(23,404)",(321),(640),"(1,64,389)",240,4%
2016,"CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES,S.A. ",Spain,"Manufacture of motor vehicles,trailers and semi-trailers (34) ",-0.42%,-6.60%,"(59,04,933)","(50,25,895)",(883),"(80,858)","(12,093)",(174),"(1,20,771)","(6,64,498)",240,28%
2016,SAMSUNG ELECTRONICS COMPANY LIMITED,South Korea,Manufacture of office machinery and computers (30),-0.82%,-5.64%,"(1,37,04,91,896)","(1,29,57,90,432)","(2,98,684)","(1,71,33,220)","(40,11,437)","(54,417)","(5,77,646)","(5,26,46,783)","20,724 ",1%
2016,HON HAI PRECISION INDUSTRY COMPANY LIMITED,Taiwan,Manufacture of office machinery and computers (30),-0.58%,-14.43%,"(77,98,90,835)","(76,29,84,691)","(1,76,955)","(1,01,45,409)","(23,57,570)","(32,158)","(65,032)","(41,45,610)","16,591 ",0%
2016,JABIL INC,United States,Manufacture of office machinery and computers (30),-1.24%,-42.69%,"(22,80,46,078)","(14,31,17,456)","(36,098)","(18,91,404)","(4,32,366)","(6,671)","(67,402)","(8,25,18,843)","24,162 ",1%
2016,WESTERN DIGITAL CORPORATION,United States,Manufacture of office machinery and computers (30),-1.41%,-22.61%,"(18,33,93,448)","(11,63,35,158)","(28,989)","(15,38,715)","(3,52,911)","(5,348)","(47,721)","(6,51,01,713)","17,107 ",34%
2016,SEAGATE TECHNOLOGY,United States,Manufacture of office machinery and computers (30),-1.49%,-26.79%,"(16,60,75,905)","(13,88,73,236)","(33,807)","(18,39,664)","(4,24,574)","(6,214)","(40,985)","(2,48,72,117)","14,692 ",1%
2016,CANON INCORPORATED,Japan,Manufacture of office machinery and computers (30),-0.45%,-6.70%,"(13,13,97,556)","(12,58,08,346)","(28,782)","(16,70,253)","(3,88,259)","(5,261)","(22,249)","(34,76,321)","1,916 ",1%
2016,WHIRLPOOL CORPORATION,United States,Manufacture of office machinery and computers (30),-0.53%,-7.17%,"(10,94,77,639)","(8,92,27,042)","(24,208)","(11,73,132)","(2,62,542)","(4,520)","(76,087)","(1,87,37,382)","27,276 ",2%
2016,TE CONNECTIVITY LTD,Switzerland,Manufacture of office machinery and computers (30),-0.56%,-3.58%,"(6,81,87,178)","(6,60,88,444)","(16,024)","(8,85,879)","(2,03,164)","(2,862)","(4,881)","(9,89,461)","3,538 ",1%
2016,PEGATRON CORPORATION,Taiwan,Manufacture of office machinery and computers (30),-0.19%,-6.74%,"(6,76,74,685)","(6,26,51,743)","(14,984)","(8,32,708)","(1,89,650)","(2,714)","(17,273)","(39,70,019)","4,407 ",1%
2016,SEIKO EPSON,Japan,Manufacture of office machinery and computers (30),-0.66%,-8.76%,"(6,18,87,911)","(5,94,99,431)","(14,156)","(7,94,047)","(1,83,932)","(2,583)","(7,146)","(13,90,072)","3,456 ",1%
2016,QUANTA COMPUTER INCORPORATED,Taiwan,Manufacture of office machinery and computers (30),-0.21%,-9.99%,"(5,89,42,883)","(5,62,99,792)","(13,382)","(7,48,352)","(1,71,143)","(2,426)","(13,338)","(16,97,853)","3,403 ",1%
2016,"RICOH COMPANY,LTD ",Japan,Manufacture of office machinery and computers (30),-0.31%,-8.30%,"(5,87,23,461)","(5,58,10,258)","(13,033)","(7,46,905)","(1,70,719)","(2,397)","(14,449)","(19,68,878)","3,179 ",1%
2016,WISTRON,Taiwan,Manufacture of office machinery and computers (30),-0.27%,-29.27%,"(5,43,53,686)","(3,85,64,617)","(9,193)","(5,12,589)","(1,16,997)","(1,666)","(9,846)","(1,51,41,290)","2,512 ",1%
2016,AAC TECHNOLOGIES HOLDINGS INCORPORATION,China,Manufacture of office machinery and computers (30),-1.83%,-6.28%,"(4,76,31,193)","(3,01,44,380)","(7,342)","(3,98,706)","(92,436)","(1,289)","(22,231)","(1,69,65,822)","1,013 ",0%
2016,HANNSTAR DISPLAY CORP,Taiwan,Manufacture of office machinery and computers (30),-6.27%,-32.34%,"(4,62,98,862)","(4,06,28,576)","(9,209)","(5,45,940)","(1,25,726)","(1,681)",(357),"(49,87,429)",54,0%
2016,LITE-ON TECHNOLOGY CORPORATION,Taiwan,Manufacture of office machinery and computers (30),-0.65%,-11.72%,"(4,59,93,928)","(4,30,78,447)","(9,846)","(5,72,072)","(1,33,158)","(1,786)","(3,425)","(21,95,247)",52,1%
2016,CASETEK HOLDINGS LTD (CAYMAN),Taiwan,Manufacture of office machinery and computers (30),-176.88%,-1741.45%,"(4,50,90,291)","(3,96,36,673)","(9,065)","(5,27,154)","(1,23,586)","(1,650)",(12),"(47,92,154)",3,0%
2016,KONICA MINOLTA INC,Japan,Manufacture of office machinery and computers (30),-0.51%,-9.06%,"(4,50,49,540)","(4,33,94,817)","(10,181)","(5,80,714)","(1,33,745)","(1,871)","(6,749)","(9,23,865)","2,402 ",1%
